Team,W_L,Date
PHI,L,2016-03-15
PHI,L,2016-03-17
PHI,L,2016-03-18
PHI,L,2016-03-20
PHI,L,2016-03-21
PHI,L,2016-03-23
PHI,L,2016-03-26
PHI,L,2016-03-27
PHI,L,2016-03-29
PHI,L,2016-04-01
PHI,L,2016-04-02
PHI,W,2016-04-05
PHI,L,2016-04-08
PHI,L,2016-04-10
PHI,L,2016-04-12
PHI,L,2016-04-13
PHO,L,2015-10-28
PHO,W,2015-10-30
PHO,W,2015-10-31
PHO,L,2015-11-02
PHO,W,2015-11-04
PHO,L,2015-11-06
PHO,L,2015-11-08
PHO,W,2015-11-12
PHO,W,2015-11-14
PHO,W,2015-11-16
PHO,L,2015-11-18
PHO,W,2015-11-20
PHO,L,2015-11-22
PHO,L,2015-11-23
PHO,L,2015-11-25
PHO,L,2015-11-27
PHO,W,2015-11-29
PHO,L,2015-12-01
PHO,L,2015-12-02
PHO,L,2015-12-04
PHO,L,2015-12-06
PHO,W,2015-12-07
PHO,W,2015-12-09
PHO,L,2015-12-11
PHO,W,2015-12-13
PHO,L,2015-12-14
PHO,L,2015-12-16
PHO,W,2015-12-18
PHO,L,2015-12-20
PHO,L,2015-12-21
PHO,L,2015-12-23
PHO,L,2015-12-26
PHO,L,2015-12-28
PHO,L,2015-12-30
PHO,L,2015-12-31
PHO,L,2016-01-02
PHO,L,2016-01-03
PHO,W,2016-01-06
PHO,L,2016-01-08
PHO,L,2016-01-12
PHO,L,2016-01-15
PHO,L,2016-01-17
PHO,L,2016-01-19
PHO,L,2016-01-21
PHO,W,2016-01-23
PHO,L,2016-01-26
PHO,L,2016-01-27
PHO,L,2016-01-29
PHO,L,2016-01-31
PHO,L,2016-02-02
PHO,L,2016-02-04
PHO,L,2016-02-06
PHO,L,2016-02-08
PHO,L,2016-02-10
PHO,L,2016-02-19
PHO,L,2016-02-21
PHO,L,2016-02-22
PHO,L,2016-02-25
PHO,W,2016-02-27
PHO,L,2016-03-01
PHO,L,2016-03-03
PHO,W,2016-03-04
PHO,W,2016-03-06
PHO,L,2016-03-09
PHO,L,2016-03-10
PHO,L,2016-03-12
PHO,W,2016-03-14
PHO,L,2016-03-17
PHO,W,2016-03-18
PHO,L,2016-03-21
PHO,W,2016-03-23
PHO,L,2016-03-25
PHO,L,2016-03-26
PHO,L,2016-03-28
PHO,L,2016-03-30
PHO,L,2016-04-01
PHO,L,2016-04-03
PHO,L,2016-04-05
PHO,W,2016-04-07
PHO,W,2016-04-09
PHO,L,2016-04-11
PHO,W,2016-04-13
POR,W,2015-10-28
POR,L,2015-10-30
POR,L,2015-10-31
POR,W,2015-11-02
POR,W,2015-11-04
POR,W,2015-11-05
POR,L,2015-11-08
POR,L,2015-11-09
POR,L,2015-11-11
POR,L,2015-11-13
POR,L,2015-11-15
POR,L,2015-11-16
POR,L,2015-11-18
POR,W,2015-11-20
POR,W,2015-11-22
POR,L,2015-11-24
POR,W,2015-11-28
POR,L,2015-11-30
POR,L,2015-12-01
POR,W,2015-12-03
POR,W,2015-12-05
POR,L,2015-12-07
POR,L,2015-12-08
POR,W,2015-12-11
POR,L,2015-12-12
POR,W,2015-12-14
POR,L,2015-12-16
POR,L,2015-12-18
POR,L,2015-12-20
POR,L,2015-12-21
POR,L,2015-12-23
POR,W,2015-12-26
POR,W,2015-12-27
POR,W,2015-12-30
POR,L,2015-12-31
POR,W,2016-01-03
POR,L,2016-01-04
POR,L,2016-01-06
POR,L,2016-01-08
POR,W,2016-01-10
POR,W,2016-01-13
POR,W,2016-01-15
POR,L,2016-01-16
POR,W,2016-01-18
POR,L,2016-01-20
POR,W,2016-01-23
POR,W,2016-01-26
POR,W,2016-01-29
POR,W,2016-01-31
POR,W,2016-02-02
POR,L,2016-02-04
POR,W,2016-02-06
POR,W,2016-02-08
POR,W,2016-02-10
POR,W,2016-02-19
POR,W,2016-02-21
POR,W,2016-02-23
POR,L,2016-02-25
POR,W,2016-02-27
POR,W,2016-02-28
POR,W,2016-03-01
POR,L,2016-03-02
POR,L,2016-03-04
POR,L,2016-03-06
POR,W,2016-03-08
POR,L,2016-03-11
POR,W,2016-03-12
POR,L,2016-03-14
POR,L,2016-03-17
POR,W,2016-03-18
POR,L,2016-03-20
POR,W,2016-03-23
POR,L,2016-03-24
POR,W,2016-03-26
POR,W,2016-03-28
POR,W,2016-03-31
POR,W,2016-04-02
POR,L,2016-04-03
POR,W,2016-04-05
POR,W,2016-04-06
POR,L,2016-04-09
POR,W,2016-04-13
SAC,L,2015-10-28
SAC,W,2015-10-30
SAC,L,2015-10-31
SAC,L,2015-11-03
SAC,L,2015-11-04
SAC,L,2015-11-06
SAC,L,2015-11-07
SAC,L,2015-11-09
SAC,W,2015-11-11
SAC,W,2015-11-13
SAC,W,2015-11-15
SAC,L,2015-11-18
SAC,L,2015-11-19
SAC,W,2015-11-21
SAC,L,2015-11-23
SAC,W,2015-11-25
SAC,L,2015-11-27
SAC,L,2015-11-28
SAC,W,2015-11-30
SAC,L,2015-12-03
SAC,L,2015-12-05
SAC,L,2015-12-06
SAC,W,2015-12-08
SAC,W,2015-12-10
SAC,W,2015-12-15
SAC,L,2015-12-18
SAC,W,2015-12-20
SAC,L,2015-12-21
SAC,W,2015-12-23
SAC,L,2015-12-27
SAC,L,2015-12-28
SAC,L,2015-12-30
SAC,W,2016-01-02
SAC,W,2016-01-04
SAC,L,2016-01-05
SAC,W,2016-01-07
SAC,L,2016-01-09
SAC,L,2016-01-13
SAC,W,2016-01-14
SAC,W,2016-01-16
SAC,W,2016-01-20
SAC,W,2016-01-21
SAC,W,2016-01-23
SAC,L,2016-01-25
SAC,L,2016-01-26
SAC,L,2016-01-28
SAC,L,2016-01-30
SAC,W,2016-02-01
SAC,L,2016-02-03
SAC,L,2016-02-05
SAC,L,2016-02-07
SAC,L,2016-02-08
SAC,W,2016-02-10
SAC,W,2016-02-19
SAC,W,2016-02-23
SAC,L,2016-02-24
SAC,L,2016-02-26
SAC,L,2016-02-29
SAC,L,2016-03-02
SAC,W,2016-03-03
SAC,L,2016-03-05
SAC,L,2016-03-07
SAC,L,2016-03-09
SAC,L,2016-03-11
SAC,L,2016-03-13
SAC,W,2016-03-15
SAC,L,2016-03-16
SAC,L,2016-03-18
SAC,W,2016-03-20
SAC,L,2016-03-21
SAC,L,2016-03-23
SAC,W,2016-03-25
SAC,W,2016-03-27
SAC,L,2016-03-28
SAC,W,2016-03-30
SAC,L,2016-04-01
SAC,W,2016-04-02
SAC,L,2016-04-05
SAC,L,2016-04-07
SAC,W,2016-04-09
SAC,W,2016-04-11
SAC,L,2016-04-13
SAS,L,2015-10-28
SAS,W,2015-10-30
SAS,W,2015-11-01
SAS,W,2015-11-02
SAS,L,2015-11-04
SAS,W,2015-11-07
SAS,W,2015-11-09
SAS,W,2015-11-11
SAS,W,2015-11-14
SAS,W,2015-11-16
SAS,W,2015-11-18
SAS,L,2015-11-20
SAS,W,2015-11-21
SAS,W,2015-11-23
SAS,W,2015-11-25
SAS,W,2015-11-27
SAS,W,2015-11-28
SAS,L,2015-11-30
SAS,W,2015-12-02
SAS,W,2015-12-03
SAS,W,2015-12-05
SAS,W,2015-12-07
SAS,L,2015-12-09
SAS,W,2015-12-11
SAS,W,2015-12-12
SAS,W,2015-12-14
SAS,W,2015-12-16
SAS,W,2015-12-18
SAS,W,2015-12-21
SAS,W,2015-12-23
SAS,L,2015-12-25
SAS,W,2015-12-26
SAS,W,2015-12-28
SAS,W,2015-12-30
SAS,W,2016-01-02
SAS,W,2016-01-04
SAS,W,2016-01-06
SAS,W,2016-01-08
SAS,W,2016-01-11
SAS,W,2016-01-12
SAS,W,2016-01-14
SAS,W,2016-01-17
SAS,W,2016-01-21
SAS,W,2016-01-22
SAS,L,2016-01-25
SAS,W,2016-01-27
SAS,L,2016-01-30
SAS,W,2016-02-01
SAS,W,2016-02-03
SAS,W,2016-02-05
SAS,W,2016-02-06
SAS,W,2016-02-09
SAS,W,2016-02-10
SAS,L,2016-02-18
SAS,W,2016-02-19
SAS,W,2016-02-21
SAS,W,2016-02-24
SAS,W,2016-02-25
SAS,W,2016-02-27
SAS,W,2016-03-02
SAS,W,2016-03-03
SAS,W,2016-03-05
SAS,L,2016-03-07
SAS,W,2016-03-08
SAS,W,2016-03-10
SAS,W,2016-03-12
SAS,W,2016-03-15
SAS,W,2016-03-17
SAS,W,2016-03-19
SAS,L,2016-03-21
SAS,W,2016-03-23
SAS,W,2016-03-25
SAS,L,2016-03-26
SAS,W,2016-03-28
SAS,W,2016-03-30
SAS,W,2016-04-02
SAS,W,2016-04-05
SAS,L,2016-04-07
SAS,L,2016-04-08
SAS,L,2016-04-10
SAS,W,2016-04-12
SAS,W,2016-04-13
TOR,W,2015-10-28
TOR,W,2015-10-30
TOR,W,2015-11-01
TOR,W,2015-11-03
TOR,W,2015-11-04
TOR,L,2015-11-06
TOR,L,2015-11-08
TOR,L,2015-11-10
TOR,W,2015-11-11
TOR,W,2015-11-13
TOR,L,2015-11-15
TOR,L,2015-11-17
TOR,L,2015-11-18
TOR,W,2015-11-20
TOR,W,2015-11-22
TOR,W,2015-11-25
TOR,W,2015-11-28
TOR,L,2015-11-29
TOR,W,2015-12-02
TOR,L,2015-12-03
TOR,L,2015-12-05
TOR,W,2015-12-07
TOR,W,2015-12-09
TOR,W,2015-12-11
TOR,W,2015-12-13
TOR,L,2015-12-14
TOR,L,2015-12-17
TOR,W,2015-12-18
TOR,L,2015-12-20
TOR,W,2015-12-22
TOR,W,2015-12-26
TOR,L,2015-12-28
TOR,W,2015-12-30
TOR,W,2016-01-01
TOR,L,2016-01-03
TOR,L,2016-01-04
TOR,W,2016-01-06
TOR,W,2016-01-08
TOR,W,2016-01-09
TOR,W,2016-01-14
TOR,W,2016-01-18
TOR,W,2016-01-20
TOR,W,2016-01-22
TOR,W,2016-01-24
TOR,W,2016-01-26
TOR,W,2016-01-28
TOR,W,2016-01-30
TOR,L,2016-02-01
TOR,W,2016-02-02
TOR,W,2016-02-04
TOR,W,2016-02-08
TOR,L,2016-02-10
TOR,L,2016-02-19
TOR,W,2016-02-21
TOR,W,2016-02-22
TOR,W,2016-02-24
TOR,W,2016-02-26
TOR,L,2016-02-28
TOR,W,2016-03-02
TOR,W,2016-03-04
TOR,L,2016-03-06
TOR,W,2016-03-08
TOR,W,2016-03-10
TOR,W,2016-03-12
TOR,L,2016-03-14
TOR,W,2016-03-15
TOR,W,2016-03-17
TOR,W,2016-03-18
TOR,W,2016-03-20
TOR,L,2016-03-23
TOR,L,2016-03-25
TOR,W,2016-03-26
TOR,L,2016-03-28
TOR,W,2016-03-30
TOR,W,2016-04-01
TOR,L,2016-04-02
TOR,W,2016-04-05
TOR,L,2016-04-07
TOR,W,2016-04-08
TOR,W,2016-04-10
TOR,W,2016-04-12
TOR,W,2016-04-13
UTA,L,2015-10-28
UTA,W,2015-10-30
UTA,W,2015-10-31
UTA,L,2015-11-04
UTA,W,2015-11-05
UTA,W,2015-11-07
UTA,L,2015-11-10
UTA,L,2015-11-12
UTA,L,2015-11-13
UTA,W,2015-11-15
UTA,W,2015-11-18
UTA,L,2015-11-20
UTA,L,2015-11-23
UTA,W,2015-11-25
UTA,W,2015-11-28
UTA,L,2015-11-30
UTA,L,2015-12-03
UTA,W,2015-12-05
UTA,L,2015-12-08
UTA,W,2015-12-09
UTA,L,2015-12-11
UTA,L,2015-12-13
UTA,L,2015-12-14
UTA,L,2015-12-16
UTA,W,2015-12-18
UTA,W,2015-12-21
UTA,L,2015-12-23
UTA,L,2015-12-26
UTA,W,2015-12-28
UTA,L,2015-12-30
UTA,W,2015-12-31
UTA,W,2016-01-02
UTA,L,2016-01-04
UTA,L,2016-01-06
UTA,L,2016-01-07
UTA,W,2016-01-09
UTA,W,2016-01-10
UTA,L,2016-01-13
UTA,L,2016-01-14
UTA,W,2016-01-16
UTA,L,2016-01-18
UTA,L,2016-01-20
UTA,W,2016-01-22
UTA,L,2016-01-25
UTA,W,2016-01-27
UTA,W,2016-01-29
UTA,W,2016-02-01
UTA,W,2016-02-03
UTA,W,2016-02-05
UTA,W,2016-02-06
UTA,W,2016-02-09
UTA,L,2016-02-10
UTA,L,2016-02-18
UTA,W,2016-02-19
UTA,L,2016-02-21
UTA,W,2016-02-23
UTA,L,2016-02-25
UTA,L,2016-02-27
UTA,L,2016-02-29
UTA,L,2016-03-02
UTA,L,2016-03-04
UTA,W,2016-03-05
UTA,L,2016-03-08
UTA,L,2016-03-09
UTA,W,2016-03-11
UTA,W,2016-03-13
UTA,W,2016-03-14
UTA,W,2016-03-17
UTA,L,2016-03-19
UTA,W,2016-03-20
UTA,W,2016-03-23
UTA,L,2016-03-24
UTA,W,2016-03-26
UTA,W,2016-03-28
UTA,L,2016-03-30
UTA,W,2016-04-01
UTA,W,2016-04-03
UTA,L,2016-04-05
UTA,L,2016-04-08
UTA,W,2016-04-10
UTA,L,2016-04-11
UTA,L,2016-04-13
WAS,W,2015-10-28
WAS,W,2015-10-30
WAS,L,2015-10-31
WAS,W,2015-11-04
WAS,L,2015-11-06
WAS,L,2015-11-07
WAS,L,2015-11-10
WAS,W,2015-11-14
WAS,W,2015-11-17
WAS,W,2015-11-21
WAS,L,2015-11-24
WAS,L,2015-11-25
WAS,L,2015-11-27
WAS,L,2015-11-28
WAS,W,2015-12-01
WAS,L,2015-12-02
WAS,W,2015-12-04
WAS,L,2015-12-06
WAS,W,2015-12-07
WAS,L,2015-12-09
WAS,L,2015-12-11
WAS,W,2015-12-12
WAS,L,2015-12-14
WAS,L,2015-12-16
WAS,W,2015-12-19
WAS,W,2015-12-21
WAS,W,2015-12-23
WAS,W,2015-12-26
WAS,L,2015-12-28
WAS,L,2015-12-30
WAS,W,2016-01-01
WAS,L,2016-01-03
WAS,L,2016-01-06
WAS,L,2016-01-08
WAS,W,2016-01-09
WAS,W,2016-01-11
WAS,W,2016-01-13
WAS,W,2016-01-15
WAS,L,2016-01-16
WAS,L,2016-01-18
WAS,W,2016-01-20
WAS,L,2016-01-25
WAS,L,2016-01-26
WAS,L,2016-01-28
WAS,W,2016-01-30
WAS,L,2016-02-01
WAS,L,2016-02-03
WAS,W,2016-02-05
WAS,L,2016-02-06
WAS,W,2016-02-09
WAS,L,2016-02-11
WAS,W,2016-02-18
WAS,W,2016-02-19
WAS,L,2016-02-20
WAS,W,2016-02-23
WAS,L,2016-02-24
WAS,W,2016-02-26
WAS,W,2016-02-28
WAS,W,2016-02-29
WAS,W,2016-03-02
WAS,L,2016-03-04
WAS,L,2016-03-05
WAS,L,2016-03-08
WAS,L,2016-03-11
WAS,L,2016-03-12
WAS,W,2016-03-14
WAS,W,2016-03-16
WAS,W,2016-03-17
WAS,W,2016-03-19
WAS,W,2016-03-21
WAS,L,2016-03-23
WAS,L,2016-03-25
WAS,W,2016-03-27
WAS,L,2016-03-29
WAS,L,2016-03-30
WAS,W,2016-04-01
WAS,L,2016-04-03
WAS,W,2016-04-06
WAS,L,2016-04-08
WAS,W,2016-04-10
WAS,W,2016-04-11
WAS,W,2016-04-13
ATL,W,2016-10-27
ATL,W,2016-10-29
ATL,W,2016-10-31
ATL,L,2016-11-02
ATL,L,2016-11-04
ATL,W,2016-11-05
ATL,W,2016-11-08
ATL,W,2016-11-09
ATL,W,2016-11-12
ATL,W,2016-11-15
ATL,W,2016-11-16
ATL,L,2016-11-18
ATL,L,2016-11-20
ATL,L,2016-11-22
ATL,W,2016-11-23
ATL,L,2016-11-25
ATL,L,2016-11-27
ATL,L,2016-11-28
ATL,L,2016-11-30
ATL,L,2016-12-02
ATL,L,2016-12-03
ATL,L,2016-12-05
ATL,W,2016-12-07
ATL,W,2016-12-09
ATL,L,2016-12-13
ATL,W,2016-12-16
ATL,L,2016-12-17
ATL,W,2016-12-19
ATL,L,2016-12-21
ATL,W,2016-12-23
ATL,L,2016-12-26
ATL,W,2016-12-28
ATL,W,2016-12-30
ATL,W,2017-01-01
ATL,W,2017-01-04
ATL,W,2017-01-05
ATL,W,2017-01-07
ATL,W,2017-01-10
ATL,L,2017-01-13
ATL,W,2017-01-15
ATL,W,2017-01-16
ATL,L,2017-01-18
ATL,W,2017-01-20
ATL,W,2017-01-21
ATL,L,2017-01-23
ATL,W,2017-01-25
ATL,L,2017-01-27
ATL,W,2017-01-29
ATL,L,2017-02-01
ATL,W,2017-02-02
ATL,W,2017-02-04
ATL,L,2017-02-06
ATL,W,2017-02-08
ATL,L,2017-02-10
ATL,W,2017-02-13
ATL,L,2017-02-15
ATL,L,2017-02-24
ATL,L,2017-02-25
ATL,W,2017-02-27
ATL,W,2017-03-01
ATL,L,2017-03-03
ATL,L,2017-03-05
ATL,L,2017-03-06
ATL,W,2017-03-08
ATL,W,2017-03-10
ATL,W,2017-03-11
ATL,L,2017-03-13
ATL,L,2017-03-16
ATL,L,2017-03-18
ATL,L,2017-03-20
ATL,L,2017-03-22
ATL,L,2017-03-24
ATL,L,2017-03-26
ATL,W,2017-03-28
ATL,W,2017-03-29
ATL,L,2017-04-01
ATL,L,2017-04-02
ATL,W,2017-04-06
ATL,W,2017-04-07
ATL,W,2017-04-09
ATL,W,2017-04-11
ATL,L,2017-04-12
BOS,W,2016-10-26
BOS,L,2016-10-27
BOS,W,2016-10-29
BOS,W,2016-11-02
BOS,L,2016-11-03
BOS,L,2016-11-06
BOS,L,2016-11-09
BOS,W,2016-11-11
BOS,W,2016-11-12
BOS,L,2016-11-14
BOS,W,2016-11-16
BOS,L,2016-11-18
BOS,W,2016-11-19
BOS,W,2016-11-21
BOS,W,2016-11-23
BOS,L,2016-11-25
BOS,W,2016-11-28
BOS,L,2016-11-30
BOS,W,2016-12-02
BOS,W,2016-12-03
BOS,L,2016-12-05
BOS,W,2016-12-07
BOS,L,2016-12-09
BOS,L,2016-12-11
BOS,L,2016-12-14
BOS,W,2016-12-16
BOS,W,2016-12-18
BOS,W,2016-12-20
BOS,W,2016-12-22
BOS,L,2016-12-23
BOS,W,2016-12-25
BOS,W,2016-12-27
BOS,L,2016-12-29
BOS,W,2016-12-30
BOS,W,2017-01-03
BOS,W,2017-01-06
BOS,W,2017-01-07
BOS,L,2017-01-10
BOS,W,2017-01-11
BOS,W,2017-01-13
BOS,W,2017-01-16
BOS,L,2017-01-18
BOS,L,2017-01-21
BOS,L,2017-01-24
BOS,W,2017-01-25
BOS,W,2017-01-27
BOS,W,2017-01-28
BOS,W,2017-01-30
BOS,W,2017-02-01
BOS,W,2017-02-03
BOS,W,2017-02-05
BOS,L,2017-02-08
BOS,W,2017-02-09
BOS,W,2017-02-11
BOS,W,2017-02-13
BOS,W,2017-02-15
BOS,L,2017-02-16
BOS,L,2017-02-24
BOS,W,2017-02-26
BOS,L,2017-02-27
BOS,W,2017-03-01
BOS,W,2017-03-03
BOS,L,2017-03-05
BOS,L,2017-03-06
BOS,W,2017-03-08
BOS,L,2017-03-10
BOS,W,2017-03-12
BOS,W,2017-03-15
BOS,W,2017-03-17
BOS,L,2017-03-19
BOS,W,2017-03-20
BOS,W,2017-03-22
BOS,W,2017-03-24
BOS,W,2017-03-26
BOS,L,2017-03-29
BOS,W,2017-03-31
BOS,W,2017-04-02
BOS,L,2017-04-05
BOS,L,2017-04-06
BOS,W,2017-04-08
BOS,W,2017-04-10
BOS,W,2017-04-12
BRK,L,2016-10-26
BRK,W,2016-10-28
BRK,L,2016-10-29
BRK,L,2016-10-31
BRK,W,2016-11-02
BRK,L,2016-11-04
BRK,W,2016-11-08
BRK,L,2016-11-09
BRK,W,2016-11-12
BRK,L,2016-11-14
BRK,L,2016-11-15
BRK,L,2016-11-18
BRK,L,2016-11-20
BRK,L,2016-11-23
BRK,L,2016-11-25
BRK,L,2016-11-27
BRK,W,2016-11-29
BRK,L,2016-12-01
BRK,L,2016-12-03
BRK,L,2016-12-05
BRK,W,2016-12-07
BRK,L,2016-12-10
BRK,L,2016-12-12
BRK,W,2016-12-14
BRK,L,2016-12-16
BRK,L,2016-12-18
BRK,L,2016-12-20
BRK,L,2016-12-22
BRK,L,2016-12-23
BRK,W,2016-12-26
BRK,L,2016-12-28
BRK,L,2016-12-30
BRK,L,2017-01-02
BRK,L,2017-01-05
BRK,L,2017-01-06
BRK,L,2017-01-08
BRK,L,2017-01-10
BRK,L,2017-01-12
BRK,L,2017-01-13
BRK,L,2017-01-15
BRK,L,2017-01-17
BRK,W,2017-01-20
BRK,L,2017-01-21
BRK,L,2017-01-23
BRK,L,2017-01-25
BRK,L,2017-01-27
BRK,L,2017-01-28
BRK,L,2017-01-30
BRK,L,2017-02-01
BRK,L,2017-02-03
BRK,L,2017-02-05
BRK,L,2017-02-07
BRK,L,2017-02-08
BRK,L,2017-02-10
BRK,L,2017-02-13
BRK,L,2017-02-15
BRK,L,2017-02-24
BRK,L,2017-02-25
BRK,W,2017-03-01
BRK,L,2017-03-03
BRK,L,2017-03-04
BRK,W,2017-03-06
BRK,L,2017-03-08
BRK,L,2017-03-10
BRK,W,2017-03-12
BRK,L,2017-03-14
BRK,W,2017-03-16
BRK,L,2017-03-17
BRK,L,2017-03-19
BRK,W,2017-03-21
BRK,W,2017-03-23
BRK,L,2017-03-24
BRK,W,2017-03-26
BRK,L,2017-03-28
BRK,L,2017-03-30
BRK,W,2017-04-01
BRK,W,2017-04-02
BRK,W,2017-04-04
BRK,L,2017-04-06
BRK,W,2017-04-08
BRK,L,2017-04-10
BRK,L,2017-04-12
CHO,W,2016-10-26
CHO,W,2016-10-28
CHO,L,2016-10-29
CHO,W,2016-11-02
CHO,W,2016-11-04
CHO,W,2016-11-07
CHO,W,2016-11-09
CHO,L,2016-11-11
CHO,L,2016-11-13
CHO,W,2016-11-15
CHO,W,2016-11-18
CHO,L,2016-11-19
CHO,L,2016-11-21
CHO,L,2016-11-23
CHO,L,2016-11-25
CHO,W,2016-11-26
CHO,W,2016-11-28
CHO,L,2016-11-29
CHO,W,2016-12-01
CHO,L,2016-12-03
CHO,W,2016-12-05
CHO,W,2016-12-07
CHO,W,2016-12-09
CHO,L,2016-12-10
CHO,L,2016-12-12
CHO,L,2016-12-14
CHO,L,2016-12-16
CHO,W,2016-12-17
CHO,W,2016-12-20
CHO,W,2016-12-23
CHO,L,2016-12-26
CHO,W,2016-12-28
CHO,W,2016-12-29
CHO,L,2016-12-31
CHO,L,2017-01-02
CHO,W,2017-01-04
CHO,L,2017-01-05
CHO,L,2017-01-07
CHO,L,2017-01-10
CHO,L,2017-01-13
CHO,L,2017-01-16
CHO,W,2017-01-18
CHO,W,2017-01-20
CHO,W,2017-01-21
CHO,L,2017-01-23
CHO,L,2017-01-25
CHO,L,2017-01-27
CHO,L,2017-01-28
CHO,L,2017-01-31
CHO,L,2017-02-01
CHO,L,2017-02-04
CHO,W,2017-02-07
CHO,L,2017-02-09
CHO,L,2017-02-11
CHO,L,2017-02-13
CHO,L,2017-02-15
CHO,L,2017-02-23
CHO,W,2017-02-25
CHO,L,2017-02-26
CHO,W,2017-02-28
CHO,L,2017-03-02
CHO,W,2017-03-04
CHO,W,2017-03-06
CHO,L,2017-03-08
CHO,W,2017-03-10
CHO,L,2017-03-11
CHO,L,2017-03-13
CHO,L,2017-03-15
CHO,W,2017-03-18
CHO,W,2017-03-20
CHO,W,2017-03-22
CHO,L,2017-03-24
CHO,W,2017-03-26
CHO,L,2017-03-28
CHO,W,2017-03-29
CHO,W,2017-03-31
CHO,W,2017-04-02
CHO,L,2017-04-04
CHO,L,2017-04-05
CHO,L,2017-04-08
CHO,L,2017-04-10
CHO,L,2017-04-11
CHI,W,2016-10-27
CHI,W,2016-10-29
CHI,W,2016-10-31
CHI,L,2016-11-02
CHI,L,2016-11-04
CHI,L,2016-11-05
CHI,W,2016-11-07
CHI,L,2016-11-09
CHI,W,2016-11-10
CHI,W,2016-11-12
CHI,W,2016-11-15
CHI,W,2016-11-17
CHI,L,2016-11-19
CHI,W,2016-11-20
CHI,L,2016-11-22
CHI,W,2016-11-25
CHI,L,2016-11-30
CHI,W,2016-12-02
CHI,L,2016-12-03
CHI,L,2016-12-05
CHI,L,2016-12-06
CHI,W,2016-12-08
CHI,W,2016-12-10
CHI,L,2016-12-13
CHI,L,2016-12-15
CHI,L,2016-12-16
CHI,W,2016-12-19
CHI,L,2016-12-21
CHI,L,2016-12-23
CHI,L,2016-12-25
CHI,W,2016-12-26
CHI,W,2016-12-28
CHI,L,2016-12-30
CHI,L,2016-12-31
CHI,W,2017-01-02
CHI,W,2017-01-04
CHI,W,2017-01-07
CHI,L,2017-01-09
CHI,L,2017-01-10
CHI,L,2017-01-12
CHI,W,2017-01-14
CHI,W,2017-01-15
CHI,L,2017-01-17
CHI,L,2017-01-20
CHI,W,2017-01-21
CHI,W,2017-01-24
CHI,L,2017-01-25
CHI,L,2017-01-27
CHI,W,2017-01-29
CHI,W,2017-02-01
CHI,L,2017-02-03
CHI,W,2017-02-06
CHI,L,2017-02-08
CHI,L,2017-02-10
CHI,L,2017-02-12
CHI,W,2017-02-14
CHI,W,2017-02-16
CHI,W,2017-02-24
CHI,W,2017-02-25
CHI,L,2017-02-28
CHI,W,2017-03-02
CHI,L,2017-03-04
CHI,L,2017-03-06
CHI,L,2017-03-08
CHI,L,2017-03-10
CHI,L,2017-03-12
CHI,W,2017-03-13
CHI,L,2017-03-15
CHI,L,2017-03-17
CHI,W,2017-03-18
CHI,L,2017-03-21
CHI,W,2017-03-22
CHI,L,2017-03-24
CHI,W,2017-03-26
CHI,W,2017-03-30
CHI,W,2017-04-01
CHI,W,2017-04-02
CHI,L,2017-04-04
CHI,W,2017-04-06
CHI,L,2017-04-08
CHI,W,2017-04-10
CHI,W,2017-04-12
CLE,W,2016-10-25
CLE,W,2016-10-28
CLE,W,2016-10-29
CLE,W,2016-11-01
CLE,W,2016-11-03
CLE,W,2016-11-05
CLE,L,2016-11-08
CLE,W,2016-11-11
CLE,W,2016-11-13
CLE,W,2016-11-15
CLE,L,2016-11-16
CLE,W,2016-11-18
CLE,W,2016-11-23
CLE,W,2016-11-25
CLE,W,2016-11-27
CLE,L,2016-11-29
CLE,L,2016-12-01
CLE,L,2016-12-02
CLE,W,2016-12-05
CLE,W,2016-12-07
CLE,W,2016-12-09
CLE,W,2016-12-10
CLE,W,2016-12-13
CLE,L,2016-12-14
CLE,W,2016-12-17
CLE,W,2016-12-20
CLE,W,2016-12-21
CLE,W,2016-12-23
CLE,W,2016-12-25
CLE,L,2016-12-26
CLE,W,2016-12-29
CLE,W,2016-12-31
CLE,W,2017-01-02
CLE,L,2017-01-04
CLE,W,2017-01-06
CLE,W,2017-01-08
CLE,L,2017-01-10
CLE,L,2017-01-11
CLE,W,2017-01-13
CLE,L,2017-01-16
CLE,W,2017-01-19
CLE,L,2017-01-21
CLE,L,2017-01-23
CLE,L,2017-01-25
CLE,W,2017-01-27
CLE,W,2017-01-29
CLE,L,2017-01-30
CLE,W,2017-02-01
CLE,W,2017-02-04
CLE,W,2017-02-06
CLE,W,2017-02-08
CLE,L,2017-02-09
CLE,W,2017-02-11
CLE,W,2017-02-14
CLE,W,2017-02-15
CLE,W,2017-02-23
CLE,L,2017-02-25
CLE,W,2017-02-27
CLE,L,2017-03-01
CLE,W,2017-03-03
CLE,L,2017-03-04
CLE,L,2017-03-06
CLE,L,2017-03-09
CLE,W,2017-03-11
CLE,L,2017-03-12
CLE,W,2017-03-14
CLE,W,2017-03-16
CLE,L,2017-03-18
CLE,W,2017-03-19
CLE,L,2017-03-22
CLE,W,2017-03-24
CLE,L,2017-03-25
CLE,L,2017-03-27
CLE,L,2017-03-30
CLE,W,2017-03-31
CLE,W,2017-04-02
CLE,W,2017-04-04
CLE,W,2017-04-05
CLE,L,2017-04-07
CLE,L,2017-04-09
CLE,L,2017-04-10
CLE,L,2017-04-12
